# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Mar 19 21:58:06 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_orbperstr < 10
# CONSTRAINT:  and pl_radjstr > 0.8
# CONSTRAINT:  and pl_bmassjstr between 0.3 and 11
# CONSTRAINT:  and pl_eqtstr between 1000 and 3000)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
HAT-P-21 b,HAT-P-21,0,1,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,4.12448100000,0.00000700000,-0.00000700000,0,0.0494000000,0.0007000000,-0.0007000000,0,11.47800000,1.03100000,-1.03100000,0,1.02400000,0.09200000,-0.09200000,0,1291.28900000,51.16800000,-51.16800000,0,4.06300000,0.16100000,-0.16100000,0,Mass,0.228000,0.016000,-0.016000,0,,,,,1283.00,50.00,-50.00,0,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,G3,5588.00,80.00,-80.00,0,1.105000,0.083000,-0.083000,0,0.947000,0.042000,-0.042000,0,0.0100,0.0800,-0.0800,0,[Fe/H],4.330000,0.060000,-0.060000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h25m05.98s,171.2749348,+41d01m40.87s,41.0280207,277.27800000,3.21500000,-3.14400000,11.4590000,0.0250000,-0.0250000,10.1110000,0.0180000,-0.0180000,11.5583000,0.0012030,-0.0012030,2018-04-25,2011-12,2014-05-14
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,3.21222000000,0.00000900000,-0.00000900000,0,0.0414000000,0.0005000000,-0.0005000000,0,12.10600000,0.65000000,-0.65000000,0,1.08000000,0.05800000,-0.05800000,0,682.35200000,19.38700000,-19.38700000,0,2.14700000,0.06100000,-0.06100000,0,Mass,0.016000,0.009000,-0.009000,0,,,,,1283.00,32.00,-32.00,0,0,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,G5,5302.00,80.00,-80.00,0,1.040000,0.044000,-0.044000,0,0.916000,0.035000,-0.035000,0,0.2400,0.0800,-0.0800,0,[Fe/H],4.360000,0.040000,-0.040000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.76470000,0.25050000,-0.24890000,9.7630000,0.0040000,-0.0040000,7.8370000,0.0210000,-0.0210000,9.5193600,0.0002340,-0.0002340,2018-04-25,2011-12,2014-05-14
NGTS-6 b,NGTS-6,1,1,1,Transit,2019,Next-Generation Transit Survey (NGTS),Published Confirmed,0,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,0.88205900000,0.00000080000,-0.00000080000,0,0.0167700000,0.0003200000,-0.0003200000,0,14.86313400,1.08727300,-1.25540800,0,1.32600000,0.09700000,-0.11200000,0,425.57437000,8.89924000,-8.89924000,0,1.33900000,0.02800000,-0.02800000,0,Mass,0.000000,,,0,,,,,1283.90,12.49,-12.14,0,0,<a refstr=VINES_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.4125V/abstract target=ref>Vines et al. 2019</a>,,4730.00,44.00,-40.00,0,0.754000,0.013000,-0.013000,0,0.767000,0.025000,-0.025000,0,0.1100,0.0900,-0.0900,0,[Fe/H],4.700000,1.100000,-0.700000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h03m10.89s,75.7953820,-30d23m58.06s,-30.3994612,308.26200000,1.41800000,-1.40700000,14.2370000,0.1260000,-0.1260000,11.6500000,0.0320000,-0.0320000,13.8175000,0.0005770,-0.0005770,2019-09-20,2019-11,2019-09-26
Qatar-2 b,Qatar-2,0,1,1,Transit,2011,Qatar,Published Confirmed,0,<a refstr=MO__X10D_NIK_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..394M/abstract target=ref>Mo&#x10D;nik et al. 2017</a>,1.33711677000,0.00000010000,-0.00000010000,0,0.0213600000,0.0002400000,-0.0002400000,0,12.49803500,0.14571700,-0.14571700,0,1.11500000,0.01300000,-0.01300000,0,783.76878000,19.70546000,-19.70546000,0,2.46600000,0.06200000,-0.06200000,0,Mass,0.000000,,,0,,,,,1285.00,16.00,-16.00,0,0,<a refstr=MO__X10D_NIK_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.471..394M/abstract target=ref>Mo&#x10D;nik et al. 2017</a>,,,,,,0.703300,0.008000,-0.008000,0,0.727000,0.024000,-0.024000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.37400000,1.21800000,-1.20300000,13.4430000,0.1600000,-0.1600000,10.6190000,0.0210000,-0.0210000,13.0276000,0.0007210,-0.0007210,2018-06-06,2017-10,2018-05-31
WASP-96 b,WASP-96,1,1,1,Transit,2014,SuperWASP,Published Confirmed,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,3.42526020000,0.00000270000,-0.00000270000,0,0.0453000000,0.0013000000,-0.0013000000,0,13.45000000,0.67000000,-0.67000000,0,1.20000000,0.06000000,-0.06000000,0,152.55000000,9.53000000,-9.53000000,0,0.48000000,0.03000000,-0.03000000,0,Mass,0.000000,,,0,,,,,1285.00,40.00,-40.00,0,0,<a refstr=HELLIER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.440.1982H/abstract target=ref> Hellier et al. 2014 </a>,G8,5540.00,140.00,-140.00,0,1.050000,0.050000,-0.050000,0,1.060000,0.090000,-0.090000,0,0.1400,0.1900,-0.1900,0,[Fe/H],4.420000,0.020000,-0.020000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h04m11.18s,1.0465696,-47d21m38.29s,-47.3606352,352.46400000,4.74600000,-4.62300000,12.5690000,0.0690000,-0.0690000,10.9140000,0.0240000,-0.0240000,12.3833000,0.0002600,-0.0002600,2014-05-14,2014-05,2014-05-14
WASP-2 b,WASP-2,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,2.15222144000,0.00000039000,-0.00000039000,0,0.0309200000,0.0006000000,-0.0006000000,0,11.91516700,0.31385200,-0.31385200,0,1.06300000,0.02800000,-0.02800000,0,279.69040000,12.07754000,-12.07754000,0,0.88000000,0.03800000,-0.03800000,0,Mass,,,,,,,,,1286.00,17.00,-17.00,0,0,<a refstr=SOUTHWORTH_2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.426.1291S/abstract target=ref>Southworth 2012</a>,,5170.00,60.00,-60.00,0,0.823000,0.018000,-0.018000,0,0.851000,0.050000,-0.050000,0,0.0400,0.0500,-0.0500,0,[Fe/H],4.537000,0.017000,-0.017000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.24200000,1.64000000,-1.60500000,11.7280000,0.0340000,-0.0340000,9.6320000,0.0240000,-0.0240000,11.5638000,0.0010190,-0.0010190,2019-09-23,2012-10,2016-01-14
WASP-151 b,WASP-151,0,1,1,Transit,2017,SuperWASP-South,Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,4.53347100000,0.00000400000,-0.00000400000,0,0.0550000000,0.0010000000,-0.0010000000,0,12.66617000,0.33627000,-0.33627000,0,1.13000000,0.03000000,-0.03000000,0,98.52730000,12.71320000,-9.53490000,0,0.31000000,0.04000000,-0.03000000,0,Mass,0.003000,,,1,460.0000,20.0000,-20.0000,0,1290.00,20.00,-10.00,0,0,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,G1,5871.00,57.00,-57.00,0,1.140000,0.030000,-0.030000,0,1.077000,0.081000,-0.081000,0,0.1000,0.1000,-0.1000,0,[Fe/H],4.350000,0.020000,-0.030000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h16m15.23s,349.0634651,+00d18m24.08s,0.3066895,453.09900000,10.05200000,-9.63300000,12.8210000,0.0920000,-0.0920000,11.1870000,0.0210000,-0.0210000,12.6278000,0.0003900,-0.0003900,2017-10-23,2018-03,2017-10-26
HAT-P-1 b,HAT-P-1,0,2,1,Transit,2006,HATNet,Published Confirmed,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,4.46529340000,0.00000930000,-0.00000930000,0,0.0553500000,0.0007100000,-0.0007100000,0,13.64135300,0.43715100,-0.43715100,0,1.21700000,0.03900000,-0.03900000,0,166.54292000,5.72094000,-5.72094000,0,0.52400000,0.01800000,-0.01800000,0,Mass,,,,,,,,,1291.00,20.00,-20.00,0,0,<a refstr=SOUTHWORTH_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.408.1689S/abstract target=ref> Southworth 2010 </a>,,5975.00,50.00,-50.00,0,1.112000,0.032000,-0.032000,0,1.134000,0.044000,-0.044000,0,0.1300,0.0500,-0.0500,0,[Fe/H],4.400000,0.024000,-0.024000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h57m46.89s,344.4453632,+38d40m29.71s,38.6749190,158.97900000,0.97700000,-0.96500000,9.8270000,0.1940000,-0.1940000,8.8580000,0.0180000,-0.0180000,10.1786000,0.0003840,-0.0003840,2016-01-12,2010-11,2016-01-14
Qatar-2 b,Qatar-2,0,1,1,Transit,2011,Qatar,Published Confirmed,0,<a refstr=BRYAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5912B/abstract target=ref> Bryan et al. 2011 </a>,1.33711820000,0.00000370000,-0.00000370000,0,0.0214900000,0.0003600000,-0.0003600000,0,12.82300000,0.39200000,-0.39200000,0,1.14400000,0.03500000,-0.03500000,0,790.41000000,27.33200000,-27.33200000,0,2.48700000,0.08600000,-0.08600000,0,Mass,0.000000,,,0,,,,,1292.00,19.00,-19.00,0,0,<a refstr=BRYAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1110.5912B/abstract target=ref> Bryan et al. 2011 </a>,,4645.00,50.00,-50.00,0,0.713000,0.018000,-0.018000,0,0.740000,0.037000,-0.037000,0,0.0200,0.0800,-0.0800,0,[m/H],4.601000,0.018000,-0.018000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m37.32s,207.6554928,-06d48m14.66s,-6.8040714,181.37400000,1.21800000,-1.20300000,13.4430000,0.1600000,-0.1600000,10.6190000,0.0210000,-0.0210000,13.0276000,0.0007210,-0.0007210,2014-11-05,2012-05,2014-11-05
TOI-3135 b,TOI-3135,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,3.70655850000,0.00000130000,-0.00000130000,0,0.0475600000,0.0006300000,-0.0007300000,0,13.65253849,0.33626942,-0.33626942,0,1.21800000,0.03000000,-0.03000000,0,327.36325921,95.34852210,-85.81366989,0,1.03000000,0.30000000,-0.27000000,0,Mass,0.240000,,,1,464.0000,47.0000,-42.0000,0,1292.00,31.00,-30.00,0,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250701855Y/abstract target=ref>Yee et al. 2025</a>,,5890.00,150.00,-140.00,0,0.985000,0.019000,-0.019000,0,1.044000,0.042000,-0.047000,0,0.0710,0.0780,-0.0700,0,[Fe/H],4.469000,0.016000,-0.018000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h51m26.21s,207.8592276,-69d46m21.23s,-69.7725635,221.67300000,1.37900000,-1.36100000,11.7900000,0.0210000,-0.0210000,10.0090000,0.0210000,-0.0210000,11.5801000,0.0005660,-0.0005660,2025-07-29,2025-07,2025-07-29
HAT-P-22 b,HAT-P-22,0,2,1,Transit,2010,HATNet,Published Confirmed,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,3.21223328000,0.00000058000,-0.00000058000,0,0.0417100000,0.0006500000,-0.0006500000,0,11.88154000,0.82946600,-0.82946600,0,1.06000000,0.07400000,-0.07400000,0,696.68336000,24.47291000,-24.47291000,0,2.19200000,0.07700000,-0.07700000,0,Mass,,,,,,,,,1293.00,29.00,-29.00,0,0,<a refstr=MANCINI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...613A..41M/abstract target=ref>Mancini et al. 2018</a>,G5 V,5314.00,50.00,-50.00,0,1.062000,0.048000,-0.048000,0,0.936000,0.043000,-0.043000,0,0.3000,0.0900,-0.0900,0,[Fe/H],4.357000,0.039000,-0.039000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h22m43.55s,155.6814593,+50d07m43.36s,50.1287115,81.76470000,0.25050000,-0.24890000,9.7630000,0.0040000,-0.0040000,7.8370000,0.0210000,-0.0210000,9.5193600,0.0002340,-0.0002340,2019-12-02,2018-05,2019-12-05
HATS-69 b,HATS-69,1,1,1,Transit,2018,HATSouth,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,2.22525770000,0.00000190000,-0.00000190000,0,0.0321100000,0.0001400000,-0.0001900000,0,10.59250500,0.24659800,-0.24659800,0,0.94500000,0.02200000,-0.02200000,0,183.38791000,,,0,0.57700000,,,0,Mass,0.519000,,,1,466.6000,10.0000,-9.8000,0,1295.70,6.90,-6.90,0,0,<a refstr=HARTMAN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...55H/abstract target=ref>Hartman et al. 2019</a>,,5137.00,16.00,-16.00,0,0.878500,0.007700,-0.007700,0,0.892000,0.011000,-0.016000,0,0.3770,0.0340,-0.0340,0,[Fe/H],4.501000,0.013000,-0.013000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m11.38s,289.2974275,-60d53m30.34s,-60.8917599,414.53700000,3.54500000,-3.48700000,14.0740000,0.1260000,-0.1260000,11.8750000,0.0230000,-0.0230000,13.7643000,0.0002040,-0.0002040,2024-07-12,2019-02,2024-07-12
Kepler-426 b,Kepler-426,1,1,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,3.21751883000,0.00000019000,-0.00000019000,0,0.0414000000,0.0010000000,-0.0010000000,0,12.22000000,0.34000000,-0.34000000,0,1.09000000,0.03000000,-0.03000000,0,108.06000000,25.43000000,-25.43000000,0,0.34000000,0.08000000,-0.08000000,0,Mass,0.180000,,,1,,,,,1300.00,20.00,-20.00,0,0,<a refstr=H_EACUTE_BRARD_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...572A..93H/abstract target=ref>H&eacute;brard et al. 2014</a>,G1 V,5725.00,90.00,-90.00,0,0.920000,0.020000,-0.020000,0,0.910000,0.060000,-0.060000,0,-0.2100,0.0800,-0.0800,0,[Fe/H],4.471000,0.011000,-0.011000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m44.32s,289.4346668,+49d28m24.44s,49.4734550,843.69500000,13.66800000,-13.66800000,15.0320000,0.1600000,-0.1600000,13.2120000,0.0330000,-0.0330000,14.8069000,0.0002920,-0.0002920,2014-10-03,2014-12,2014-10-03
WASP-2 b,WASP-2,0,2,1,Transit,2007,SuperWASP,Published Confirmed,0,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,2.15226000000,0.00000400000,-0.00000400000,0,0.0313800000,0.0014200000,-0.0014200000,0,12.52000000,0.91900000,-0.91900000,0,1.11700000,0.08200000,-0.08200000,0,290.48400000,29.23900000,-29.23900000,0,0.91400000,0.09200000,-0.09200000,0,Mass,,,,,,,,,1300.00,54.00,-54.00,0,0,<a refstr=DAEMGEN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...498..567D/abstract target=ref> Daemgen et al. 2009 </a>,,5200.00,200.00,-200.00,0,0.843000,0.063000,-0.063000,0,0.890000,0.120000,-0.120000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,307.7255587,+06d25m45.59s,6.4293305,153.24200000,1.64000000,-1.60500000,11.7280000,0.0340000,-0.0340000,9.6320000,0.0240000,-0.0240000,11.5638000,0.0010190,-0.0010190,2019-09-23,2009-05,2014-10-29
WASP-55 b,WASP-55,0,2,1,Transit,2012,SuperWASP,Published Confirmed,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,4.46562910000,0.00000110000,-0.00000110000,0,0.0558000000,0.0006000000,-0.0006000000,0,14.96401500,0.35868800,-0.24659800,0,1.33500000,0.03200000,-0.02200000,0,199.27941000,12.07754000,-12.39537000,0,0.62700000,0.03800000,-0.03900000,0,Mass,,,,,,,,,1300.00,15.00,-13.00,0,0,<a refstr=SOUTHWORTH_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.457.4205S/abstract target=ref>Southworth et al. 2016</a>,,6070.00,53.00,-53.00,0,1.102000,0.021000,-0.017000,0,1.162000,0.036000,-0.039000,0,0.0900,0.0500,-0.0500,0,[Fe/H],4.419000,0.009000,-0.015000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h35m01.97s,203.7581951,-17d30m12.59s,-17.5034961,297.46200000,3.95900000,-3.85800000,11.7530000,0.0310000,-0.0310000,10.3960000,0.0240000,-0.0240000,11.7747000,0.0002460,-0.0002460,2018-04-25,2016-04,2016-02-25
